"last_name, first_name","player_id","year","batting_avg","slg_percent","on_base_percent","exit_velocity_avg","launch_angle_avg","hard_hit_percent","whiff_percent","swing_percent"
"Báez, Javier",595879,2023,".222",".325",".267","88","9.4",39.7,32.7,54.8
"Lindor, Francisco",596019,2023,".254",".470",".336","91.2","19.2",43.9,22.8,48
"Candelario, Jeimer",600869,2023,".251",".471",".336","88.3","14.1",36.4,24.2,47.4
"Bell, Josh",605137,2023,".247",".419",".325","90.1","9.3",43,25.8,47.7
"Betts, Mookie",605141,2023,".307",".579",".408","92.4","20.6",48.5,16.7,38.1
"Davis, J.D.",605204,2023,".248",".412",".325","91.1","7.8",45.2,34,53.1
"Arcia, Orlando",606115,2023,".264",".420",".321","88.2","5.4",41.1,24.3,46.2
"Hernández, Teoscar",606192,2023,".258",".435",".305","91.3","12.3",49.4,35.8,53.6
"Marte, Ketel",606466,2023,".276",".485",".358","91.1","10.7",42.8,20.5,45.5
"Nimmo, Brandon",607043,2023,".274",".466",".363","91.8","12.2",47.9,22,42.4
"Turner, Trea",607208,2023,".266",".459",".320","89.9","13",42.2,29.6,53.1
"Ramírez, José",608070,2023,".282",".475",".356","90","18",40.4,15.6,46.6
"Bregman, Alex",608324,2023,".262",".441",".363","88.6","17.6",38.2,14.1,38.7
"Seager, Corey",608369,2023,".327",".623",".390","93.3","13",53.2,25,55.1
"Meneses, Joey",608841,2023,".275",".401",".321","89.4","9.4",41.7,23.6,47.6
"Swanson, Dansby",621020,2023,".244",".416",".328","89.3","13",39.7,28.7,47.3
"Correa, Carlos",621043,2023,".230",".399",".312","90.4","10.6",45.9,25.1,43.6
"Olson, Matt",621566,2023,".283",".604",".389","93.7","16.1",55.5,28.4,46.8
"Santander, Anthony",623993,2023,".257",".472",".325","90.6","20.2",46,23.5,49
"Alonso, Pete",624413,2023,".217",".504",".318","89.5","18.2",40.1,26.2,43.7
"Soler, Jorge",624585,2023,".250",".512",".341","91.3","17.8",48,27.6,44.1
"Cronenworth, Jake",630105,2023,".229",".378",".312","87.4","15.2",33.2,16,47.6
"Anderson, Tim",641313,2023,".245",".296",".286","87.8","2",39.4,25.3,53.5
"Bellinger, Cody",641355,2023,".307",".525",".356","87.9","17.2",31.4,20.1,49.9
"Crawford, J.P.",641487,2023,".266",".438",".380","88.3","15.1",36.2,18.6,38.6
"McMahon, Ryan",641857,2023,".240",".431",".322","90.8","9.7",44.2,32.3,47.4
"Smith, Dominic",642086,2023,".254",".366",".326","86.3","12.8",30.8,19.9,49
"Rosario, Amed",642708,2023,".263",".378",".305","88.3","7.6",39.4,23.1,53.4
"Adames, Willy",642715,2023,".217",".407",".310","87.4","18.2",36.5,31,50
"Estrada, Thairo",642731,2023,".271",".416",".315","85.9","10.8",33.7,21.5,51.7
"Benintendi, Andrew",643217,2023,".262",".356",".326","86.6","14.5",27,19.3,49
"McNeil, Jeff",643446,2023,".270",".378",".333","86","14.4",27.4,13.5,53
"Albies, Ozzie",645277,2023,".280",".513",".336","88.7","16.6",39,20.6,54.6
"Devers, Rafael",646240,2023,".271",".500",".351","93.1","12.4",55.1,26.1,52.6
"Arraez, Luis",650333,2023,".354",".469",".393","88.3","11.5",25.7,7.9,51
"Torres, Gleyber",650402,2023,".273",".453",".347","89.7","15.1",40.3,21.8,46.8
"Díaz, Yandy",650490,2023,".330",".522",".410","93.4","5.7",54,18.4,42.6
"De La Cruz, Bryan",650559,2023,".257",".411",".304","89.9","11.8",42.5,28.7,50.1
"Chapman, Matt",656305,2023,".240",".424",".330","93.4","18.5",56.4,31.1,43.3
"McKinstry, Zach",656716,2023,".231",".351",".302","87.2","17.8",33.5,20.5,47.3
"Schwarber, Kyle",656941,2023,".197",".474",".343","92.4","19",48.8,31.5,37.7
"Thomas, Lane",657041,2023,".268",".468",".315","88.5","10.8",40.7,23,43.6
"Verdugo, Alex",657077,2023,".264",".421",".324","89.2","8.8",37.6,15.6,40.9
"Ohtani, Shohei",660271,2023,".304",".654",".412","94.4","13.2",54.2,32.3,48.2
"Acuña Jr., Ronald",660670,2023,".337",".596",".416","94.7","7.4",55.2,18.7,46.2
"Ruiz, Keibert",660688,2023,".260",".409",".308","87.4","15.3",31.9,14.3,51.1
"Contreras, William",661388,2023,".289",".457",".367","91.3","4.7",48.7,28,43.2
"Varsho, Daulton",662139,2023,".220",".389",".285","87.8","20.5",36.1,24.7,50.1
"Nootbaar, Lars",663457,2023,".261",".418",".367","89.1","7.2",37.8,18.5,35.5
"Hoerner, Nico",663538,2023,".283",".383",".346","86.6","10.5",33.4,12.5,45.6
"Riley, Austin",663586,2023,".281",".516",".345","92.3","13.5",49.2,27.8,48.2
"Hayes, Ke'Bryan",663647,2023,".271",".453",".309","92.2","13.2",48.3,21.2,45.6
"Tucker, Kyle",663656,2023,".284",".517",".369","90.2","14.8",45.9,18.5,47
"India, Jonathan",663697,2023,".244",".407",".338","89.5","15.2",38.6,22,38.6
"Raleigh, Cal",663728,2023,".232",".456",".306","89.5","20.3",41,29.9,49.7
"Grisham, Trent",663757,2023,".198",".352",".315","90.3","18.3",40,28.3,41.6
"Vierling, Matt",663837,2023,".261",".388",".329","89.1","9.1",42.8,19.4,44.3
"Stephenson, Tyler",663886,2023,".243",".378",".317","89.4","8.9",43.5,28.4,42.5
"Lowe, Nathaniel",663993,2023,".262",".414",".360","89.8","7.2",41.6,20.6,43.8
"Happ, Ian",664023,2023,".248",".431",".360","89.9","13",39,25.3,44.4
"France, Ty",664034,2023,".250",".366",".337","87.5","13.7",38.6,21.9,53.2
"Straw, Myles",664702,2023,".238",".297",".301","86.3","9.4",23.3,14.1,44
"Bohm, Alec",664761,2023,".274",".437",".327","89.4","11.1",41.7,18.1,49.8
"Wade Jr., LaMonte",664774,2023,".256",".417",".373","88.4","17.4",39.8,20.8,39.5
"Peña, Jeremy",665161,2023,".263",".381",".324","88","5.5",35.8,28.4,53.2
"Tatis Jr., Fernando",665487,2023,".257",".449",".322","91.9","11",49.3,30.5,54.1
"Guerrero Jr., Vladimir",665489,2023,".264",".444",".345","92.1","10.5",49.2,23,50.6
"Soto, Juan",665742,2023,".275",".519",".410","93.2","6.7",55.3,20.5,35.8
"Taveras, Leody",665750,2023,".266",".421",".312","90.1","10.2",43.1,24.2,49.4
"Giménez, Andrés",665926,2023,".251",".399",".314","84.8","13.1",27,25.4,54.6
"Bichette, Bo",666182,2023,".306",".475",".339","90.2","6.2",44.9,21.1,56.6
"García, Adolis",666969,2023,".245",".508",".328","92.1","15.7",49.7,31.6,48.6
"Gurriel Jr., Lourdes",666971,2023,".261",".463",".309","89.7","10.6",46,18.7,49.1
"Rooker Jr., Brent",667670,2023,".246",".488",".329","91.6","17.6",49.5,38.2,46.1
"Arozarena, Randy",668227,2023,".254",".425",".364","91.7","11.3",48.4,29.1,43
"Steer, Spencer",668715,2023,".271",".464",".356","88.7","15.3",37.1,24.1,43.8
"Reynolds, Bryan",668804,2023,".263",".460",".330","90.9","10.9",47.3,28.2,47.4
"Rutschman, Adley",668939,2023,".277",".435",".374","88.4","12.6",38.6,15.6,41
"Melendez Jr., MJ",669004,2023,".235",".398",".316","93.2","16.9",49.6,34.4,47.9
"Edman, Tommy",669242,2023,".248",".399",".307","89.1","7.5",38.8,16.1,45.7
"Smith, Will",669257,2023,".261",".438",".359","89.3","15.6",41.6,19.5,45.7
"Suwinski, Jack",669261,2023,".224",".454",".339","90.5","22.4",43.4,30.1,39
"Burger, Jake",669394,2023,".250",".518",".309","91.9","12.3",49.6,34.1,54
"Hays, Austin",669720,2023,".275",".444",".325","89.4","10.4",40.1,28.4,46.6
"Paredes, Isaac",670623,2023,".250",".488",".352","86.9","22.2",28.5,18.2,45.6
"Friedl Jr., TJ",670770,2023,".279",".467",".352","86.7","16.1",27.6,18.4,42.2
"Casas, Triston",671213,2023,".263",".490",".367","91.1","15.7",46.6,28.1,43.6
"Harris II, Michael",671739,2023,".293",".477",".331","90.9","7.6",48.5,24.4,52.9
"Garcia, Maikel",672580,2023,".272",".358",".323","91.8","6.1",50.6,19.5,43.1
"Robert Jr., Luis",673357,2023,".264",".542",".315","89.1","16.1",42.3,33.5,58.3
"Kim, Ha-Seong",673490,2023,".260",".398",".351","86.2","13.6",26.7,17.8,38.9
"Suzuki, Seiya",673548,2023,".285",".485",".357","91.4","10.8",48,21.3,40.9
"Jung, Josh",673962,2023,".266",".467",".315","91.8","15",47.4,29.7,51.8
"Rodríguez, Julio",677594,2023,".275",".485",".333","92.7","8.5",52,28.3,53.9
"Witt Jr., Bobby",677951,2023,".276",".495",".319","90.7","15.7",45.6,22.8,50.5
"Tovar, Ezequiel",678662,2023,".253",".408",".287","88","12.6",36.2,31.3,59.7
"Torkelson, Spencer",679529,2023,".233",".446",".313","91.8","17.1",50.9,24.7,46.2
"Kwan, Steven",680757,2023,".268",".370",".340","86","10.7",18.8,11.2,41.2
"Stott, Bryson",681082,2023,".280",".419",".329","88.1","10.1",35.2,15.3,45
"Outman, James",681546,2023,".248",".437",".353","87.9","15.7",39.9,36.6,46
"Abrams, CJ",682928,2023,".245",".412",".300","87.4","13.5",35.9,22.5,53.5
"Carroll, Corbin",682998,2023,".285",".506",".362","90","11",40.9,21.6,45.8
"Henderson, Gunnar",683002,2023,".255",".489",".325","92","11.4",52,26.4,46.8
"Volpe, Anthony",683011,2023,".209",".383",".283","88.7","14.2",43,28.2,47.9
"Vaughn, Andrew",683734,2023,".258",".429",".314","90.6","11.2",46.5,24.1,47.5
"Yoshida, Masataka",807799,2023,".289",".445",".338","89","3.9",40.6,18.3,43.3
"McCutchen, Andrew",457705,2024,".232",".411",".328","88.5","14.3",36.9,28.9,42
"Turner, Justin",457759,2024,".259",".383",".354","87.1","17.8",32.5,17,45.4
"Santana, Carlos",467793,2024,".238",".420",".328","89.2","16.1",39.9,23.3,43.3
"Goldschmidt, Paul",502671,2024,".245",".414",".302","91.2","13.1",49.6,27.4,47.7
"Altuve, Jose",514888,2024,".295",".439",".350","86.5","14.1",31.2,22.1,51.5
"Freeman, Freddie",518692,2024,".282",".476",".378","89.4","14.3",41.8,20.2,49.4
"Perez, Salvador",521692,2024,".271",".456",".330","91.1","19",44.8,27.8,57.8
"Ozuna, Marcell",542303,2024,".302",".546",".378","92.1","14.4",53.4,31.4,46.8
"Semien, Marcus",543760,2024,".237",".391",".308","87.4","17",35.2,20.2,50
"Springer III, George",543807,2024,".220",".371",".303","87.5","9.4",37.4,25.3,49.1
"Harper, Bryce",547180,2024,".285",".525",".373","91.1","13.5",48.2,26.7,52.9
"Suárez, Eugenio",553993,2024,".256",".469",".319","89.1","19.5",42.4,29.1,47.2
"Arenado, Nolan",571448,2024,".272",".394",".325","86.3","16.9",31.6,17.2,46.8
"Walker, Christian",572233,2024,".251",".468",".335","91.2","16.6",48,25.6,48
"Castellanos, Nick",592206,2024,".254",".431",".311","88.4","15.2",38.2,30.1,58
"Judge, Aaron",592450,2024,".322",".701",".458","96.2","19",61,30.7,42
"Machado, Manny",592518,2024,".275",".472",".325","92.5","12.7",48.8,24.4,51.6
"Profar, Jurickson",595777,2024,".280",".459",".380","91.1","13.4",44.4,17,45.6
"Lindor, Francisco",596019,2024,".273",".500",".344","90.9","17",47.4,23.7,48.7
"Bell, Josh",605137,2024,".249",".405",".319","88.9","10.5",40.1,26.8,48.8
"Betts, Mookie",605141,2024,".289",".491",".372","89.9","21.4",39.5,14.9,40.4
"Arcia, Orlando",606115,2024,".218",".354",".271","88.2","8.6",37.8,26.6,49.1
"Hernández, Teoscar",606192,2024,".272",".501",".339","90.6","10.3",46.8,34,51.2
"Marte, Ketel",606466,2024,".292",".560",".372","94","9.4",53.8,21.3,48.2
"Nimmo, Brandon",607043,2024,".224",".399",".327","91.9","11.2",47.4,23.4,44.8
"Turner, Trea",607208,2024,".295",".469",".338","89.1","11.5",40.7,26.1,53.7
"Ramírez, José",608070,2024,".279",".537",".335","89.2","19.6",39.7,15.2,49.4
"Bregman, Alex",608324,2024,".260",".453",".315","89.1","18.2",40.5,12.8,44.9
"Seager, Corey",608369,2024,".278",".512",".353","92.1","13.5",50.7,23.4,53
"Winker, Jesse",608385,2024,".253",".405",".360","88.6","14",37.4,19.6,43.2
"Swanson, Dansby",621020,2024,".242",".390",".312","89.4","10.4",42.7,28.7,48.7
"Ward, Taylor",621493,2024,".246",".426",".323","90.9","17.4",42.4,25.5,43.2
"Olson, Matt",621566,2024,".247",".457",".333","91.5","16.1",47.4,26.3,49.7
"Santander, Anthony",623993,2024,".235",".506",".308","89.8","22.7",41.6,20,49.7
"Alonso, Pete",624413,2024,".240",".459",".329","89.8","14.4",46.4,24.7,42.9
"Soler, Jorge",624585,2024,".241",".442",".338","90.5","17.9",44.1,28.9,44.5
"Cronenworth, Jake",630105,2024,".241",".390",".324","88.6","13.9",36.7,17.1,45
"Bellinger, Cody",641355,2024,".266",".426",".325","87.8","17.4",32.9,22.2,49.8
"McMahon, Ryan",641857,2024,".242",".397",".325","92.1","10",49.7,30,46.9
"Adames, Willy",642715,2024,".251",".462",".331","88.6","20.6",40.7,29.5,49.5
"Benintendi, Andrew",643217,2024,".229",".396",".289","88","16.1",34.4,21.1,48
"Devers, Rafael",646240,2024,".272",".516",".354","93.2","11.6",52.6,30.9,50.9
"Naylor, Josh",647304,2024,".243",".456",".320","89.9","11.1",40.9,22.4,50.3
"Arraez, Luis",650333,2024,".314",".392",".346","86.3","13.7",23.7,6.9,49.8
"Torres, Gleyber",650402,2024,".257",".378",".330","88.6","15",35.4,22.9,45.7
"Castro, Willi",650489,2024,".247",".385",".331","87.4","13.6",36.8,29,51.4
"Díaz, Yandy",650490,2024,".281",".414",".341","92.2","5",48.7,14.2,43.9
"De La Cruz, Bryan",650559,2024,".233",".384",".271","89.6","13.1",41.3,30.1,53.4
"Chapman, Matt",656305,2024,".247",".463",".328","93.2","16.2",48.3,23.5,44.6
"Hoskins, Rhys",656555,2024,".214",".419",".303","88.7","20.8",42.2,26.3,42.8
"Schwarber, Kyle",656941,2024,".248",".485",".366","93.6","15",55.5,32,39.9
"Thomas, Lane",657041,2024,".237",".400",".309","88.8","17",40.6,23.3,43.8
"Verdugo, Alex",657077,2024,".233",".356",".291","88.3","9.9",34.9,15.5,44.7
"Ohtani, Shohei",660271,2024,".310",".646",".390","95.8","16.2",60.1,29.8,47.3
"Sánchez, Jesús",660821,2024,".252",".417",".313","92.5","7.7",51.3,31.2,53.2
"Contreras, William",661388,2024,".281",".466",".365","92.8","6.1",49.5,27.8,47.4
"Varsho, Daulton",662139,2024,".214",".407",".293","86.1","24.4",34,27,47.6
"Hoerner, Nico",663538,2024,".273",".373",".335","85.7","10.4",27.6,11.9,48.4
"Mountcastle, Ryan",663624,2024,".271",".425",".308","90.8","10.4",45.2,25.1,56.1
"India, Jonathan",663697,2024,".248",".392",".357","87.2","13.5",36.5,19.2,38.3
"Raleigh, Cal",663728,2024,".220",".436",".312","91","21.2",48.1,31,52.3
"Vierling, Matt",663837,2024,".257",".423",".312","89.8","11.7",40.9,19.5,42.8
"Stephenson, Tyler",663886,2024,".258",".444",".338","90.2","10.9",43.9,22.7,43.2
"Rodgers, Brendan",663898,2024,".267",".407",".314","89.3","4.9",44.1,25.9,49.3
"Lowe, Nathaniel",663993,2024,".265",".401",".361","88.9","7.7",40,20.6,42.7
"Happ, Ian",664023,2024,".243",".441",".341","90.8","15.1",45.2,27.9,45.9
"France, Ty",664034,2024,".234",".365",".305","88.7","12.9",40,24.2,51.2
"Bohm, Alec",664761,2024,".280",".448",".332","90.4","10.1",45.6,17.6,49.7
"Peña, Jeremy",665161,2024,".266",".394",".308","88.2","7.5",38.8,24.9,54.2
"Guerrero Jr., Vladimir",665489,2024,".323",".544",".396","93.8","7.4",54.9,21.5,48
"Soto, Juan",665742,2024,".288",".569",".419","94.2","10.7",57,21.5,37.2
"Taveras, Leody",665750,2024,".229",".352",".289","89","14.7",35.5,26.2,48.8
"Cruz, Oneil",665833,2024,".259",".449",".324","95.5","9.8",54.9,34.1,46.3
"Chisholm Jr., Jazz",665862,2024,".256",".436",".324","89.7","11.4",41.1,29.3,47.5
"Giménez, Andrés",665926,2024,".252",".340",".298","86.3","8.7",28.5,22.8,56.4
"Morel, Christopher",666624,2024,".196",".346",".288","89.2","14.2",40.4,34.1,47
"García, Adolis",666969,2024,".224",".400",".284","91","15",48.2,34.3,52.1
"Gurriel Jr., Lourdes",666971,2024,".279",".435",".322","88.4","15.7",40,20.2,51.1
"Rooker Jr., Brent",667670,2024,".293",".562",".365","91.9","18.9",49.6,34.1,50.2
"Arozarena, Randy",668227,2024,".219",".388",".332","90.4","13.2",43.5,29.7,41
"Bleday, JJ",668709,2024,".243",".437",".324","88.5","18.6",36.2,26.1,45.3
"Steer, Spencer",668715,2024,".225",".402",".319","88","17.4",39.9,23.1,44.5
"Reynolds, Bryan",668804,2024,".275",".447",".344","89.9","9.4",45.4,29.4,50.4
"Turang, Brice",668930,2024,".254",".349",".316","87","6.1",29.7,13.8,47.7
"Rutschman, Adley",668939,2024,".250",".391",".318","88.2","18.8",36.6,17.1,44.5
"Langeliers, Shea",669127,2024,".224",".450",".288","91.3","16.3",44,29.2,49.5
"Smith, Will",669257,2024,".248",".433",".327","89.4","18.7",42,20.9,46.2
"Burger, Jake",669394,2024,".250",".460",".301","91.3","13",46.8,30.1,52.4
"Smith, Josh",669701,2024,".258",".394",".337","87.8","15.4",37.1,21.8,47.1
"Alvarez, Yordan",670541,2024,".308",".567",".392","93.1","18.3",49.7,19.9,47.8
"Paredes, Isaac",670623,2024,".238",".393",".346","85","22.4",27.1,17.2,44.7
"Ramos, Heliot",671218,2024,".269",".469",".322","91.5","10.4",47.5,28.7,50.3
"García, Luis",671277,2024,".282",".444",".318","89.1","8.2",41.7,21.3,51.7
"Garcia, Maikel",672580,2024,".231",".332",".281","90.4","6.4",42.8,15.7,43.4
"Diaz, Yainer",673237,2024,".299",".441",".325","90.2","8.9",47.5,24,58.8
"Suzuki, Seiya",673548,2024,".283",".482",".366","91.7","16.2",49.2,24.5,39.6
"Burleson, Alec",676475,2024,".269",".420",".314","89.7","13.6",41.7,19.2,55.7
"Meyers, Jake",676694,2024,".219",".360",".286","88.2","14.4",37,27,49.1
"Rodríguez, Julio",677594,2024,".273",".409",".325","91.7","10.5",48.4,30.9,54.3
"Witt Jr., Bobby",677951,2024,".332",".588",".389","92.7","15.1",48.3,22.3,51.2
"Tovar, Ezequiel",678662,2024,".269",".469",".295","88.8","18.9",39.8,33.5,62.3
"Rafaela, Ceddanne",678882,2024,".246",".390",".274","86.6","14.9",36.9,33,61.9
"Kwan, Steven",680757,2024,".292",".425",".368","86.3","14.9",23.7,8.2,39.1
"Duran, Jarren",680776,2024,".285",".492",".342","90.8","9.5",43.9,24.8,48.3
"Gelof, Zack",680869,2024,".211",".362",".270","89.2","14.2",37.2,36.4,51.5
"Donovan, Brendan",680977,2024,".278",".417",".342","88.7","13.2",37.6,15.1,44.2
"Stott, Bryson",681082,2024,".245",".356",".315","87","14",30.8,17,44.1
"Cowser, Colton",681297,2024,".242",".447",".321","90.5","13",46.1,30.4,44.5
"O'Hoppe, Logan",681351,2024,".244",".409",".303","90.4","15.3",46.3,33.6,52
"De La Cruz, Elly",682829,2024,".259",".471",".339","91.8","9.7",45.7,33.4,43.4
"Abrams, CJ",682928,2024,".246",".433",".314","88.2","15.1",40.7,24.7,53.3
"Greene, Riley",682985,2024,".262",".479",".348","91.3","12.2",47.1,26.8,44.3
"Carroll, Corbin",682998,2024,".231",".428",".322","89.3","12",40.8,20.3,41.4
"Henderson, Gunnar",683002,2024,".281",".529",".364","92.8","9.2",53.9,24.4,44.2
"Volpe, Anthony",683011,2024,".243",".364",".293","87.7","8.4",35.4,22.6,48.1
"Vaughn, Andrew",683734,2024,".246",".402",".297","90.3","16.6",43.3,22,49.4
"Busch, Michael",683737,2024,".248",".440",".335","89.9","17.2",39.9,28.4,45.2
"Frelick, Sal",686217,2024,".259",".335",".320","83.4","9.7",19.5,12.9,41.5
"Pasquantino, Vinnie",686469,2024,".262",".446",".315","91","14.6",46.5,14.5,47.8
"Doyle, Brenton",686668,2024,".260",".446",".317","89.2","13.2",41.4,29.8,51.4
"Neto, Zach",687263,2024,".249",".443",".318","88.5","12.3",38.8,27.1,48.9
"Ortiz, Joey",687401,2024,".239",".398",".329","87.8","9.9",38.4,17.1,39.4
"Keith, Colt",690993,2024,".260",".380",".309","87.8","11.3",35.3,23.2,48.6
"Winn, Masyn",691026,2024,".267",".416",".314","87","13.2",32.7,19,47
"Chourio, Jackson",694192,2024,".275",".464",".327","89.7","7.6",44.9,27.1,48.8
"Schanuel, Nolan",694384,2024,".250",".362",".343","86.1","10.3",25.4,14.4,41.8
"Langford, Wyatt",694671,2024,".253",".415",".325","89.6","16.6",43.4,22.9,42.8
"Young, Jacob",696285,2024,".256",".331",".316","85.8","4",28.9,19.3,44.9
"Merrill, Jackson",701538,2024,".292",".500",".326","90.4","14.6",43.9,20.5,56.9
